Cell,Louvain_Stage,Annotation
cell_67917,14,Pharyngeal endoderm 2
cell_67918,14,Pharyngeal endoderm 2
cell_67919,5,post Epiblast: IM+LPM
cell_67920,1,Caudal Epiblast
cell_67921,0,Blood
cell_67922,1,Caudal Epiblast
cell_67923,17,?
cell_67924,18,FHF
cell_67925,5,post Epiblast: IM+LPM
cell_67926,4,Proneural Caudal/SC
cell_67927,6,Extraembryonic Mesoderm: allantois
cell_67928,4,Proneural Caudal/SC
cell_67929,8,somites*
cell_67930,14,Pharyngeal endoderm 2
cell_67931,1,Caudal Epiblast
cell_67932,20,Node
cell_67933,2,"Mid-brain, Hund-brain"
cell_67934,3,Immature cardiac (FHF)
cell_67935,1,Caudal Epiblast
cell_67936,2,"Mid-brain, Hund-brain"
cell_67937,15,ant Mesoderm
cell_67939,6,Extraembryonic Mesoderm: allantois
cell_67940,6,Extraembryonic Mesoderm: allantois
cell_67941,5,post Epiblast: IM+LPM
cell_67942,18,FHF
cell_67943,1,Caudal Epiblast
cell_67944,4,Proneural Caudal/SC
cell_67945,6,Extraembryonic Mesoderm: allantois
cell_67947,4,Proneural Caudal/SC
cell_67948,3,Immature cardiac (FHF)
cell_67949,3,Immature cardiac (FHF)
cell_67950,1,Caudal Epiblast
cell_67951,6,Extraembryonic Mesoderm: allantois
cell_67953,6,Extraembryonic Mesoderm: allantois
cell_67954,8,somites*
cell_67955,3,Immature cardiac (FHF)
cell_67956,2,"Mid-brain, Hund-brain"
cell_67957,9,Lateral Plate mes (LPM)
cell_67959,19,Blood
cell_67960,7,Early pxm
cell_67962,1,Caudal Epiblast
cell_67963,9,Lateral Plate mes (LPM)
cell_67964,10,Pharyngeal endoderm 1
cell_67965,3,Immature cardiac (FHF)
cell_67966,11,Forebrain
cell_67967,6,Extraembryonic Mesoderm: allantois
cell_67968,7,Early pxm
cell_67969,4,Proneural Caudal/SC
cell_67970,19,Blood
cell_67971,7,Early pxm
cell_67972,7,Early pxm
cell_67973,1,Caudal Epiblast
cell_67974,4,Proneural Caudal/SC
cell_67975,7,Early pxm
cell_67976,4,Proneural Caudal/SC
cell_67977,0,Blood
cell_67978,4,Proneural Caudal/SC
cell_67979,6,Extraembryonic Mesoderm: allantois
cell_67980,0,Blood
cell_67981,1,Caudal Epiblast
cell_67982,4,Proneural Caudal/SC
cell_67983,14,Pharyngeal endoderm 2
cell_67984,2,"Mid-brain, Hund-brain"
cell_67985,3,Immature cardiac (FHF)
cell_67986,2,"Mid-brain, Hund-brain"
cell_67987,4,Proneural Caudal/SC
cell_67988,4,Proneural Caudal/SC
cell_67989,6,Extraembryonic Mesoderm: allantois
cell_67990,3,Immature cardiac (FHF)
cell_67991,4,Proneural Caudal/SC
cell_67992,4,Proneural Caudal/SC
cell_67993,0,Blood
cell_67994,3,Immature cardiac (FHF)
cell_67995,3,Immature cardiac (FHF)
cell_67996,8,somites*
cell_67998,1,Caudal Epiblast
cell_67999,4,Proneural Caudal/SC
cell_68000,5,post Epiblast: IM+LPM
cell_68001,10,Pharyngeal endoderm 1
cell_68002,19,Blood
cell_68003,11,Forebrain
cell_68004,14,Pharyngeal endoderm 2
cell_68005,0,Blood
cell_68008,18,FHF
cell_68009,11,Forebrain
cell_68010,0,Blood
cell_68011,0,Blood
cell_68012,11,Forebrain
cell_68013,0,Blood
cell_68014,12,Visceral Endoderm
cell_68015,4,Proneural Caudal/SC
cell_68016,7,Early pxm
cell_68017,0,Blood
cell_68018,16,Endoderm
cell_68019,16,Endoderm
cell_68020,4,Proneural Caudal/SC
cell_68021,7,Early pxm
cell_68022,14,Pharyngeal endoderm 2
cell_68024,0,Blood
cell_68025,0,Blood
cell_68026,8,somites*
cell_68028,12,Visceral Endoderm
cell_68030,6,Extraembryonic Mesoderm: allantois
cell_68031,13,Endothelium
cell_68032,1,Caudal Epiblast
cell_68033,11,Forebrain
cell_68035,3,Immature cardiac (FHF)
cell_68036,17,?
cell_68037,0,Blood
cell_68038,3,Immature cardiac (FHF)
cell_68039,10,Pharyngeal endoderm 1
cell_68040,5,post Epiblast: IM+LPM
cell_68041,4,Proneural Caudal/SC
cell_68042,0,Blood
cell_68043,20,Node
cell_68044,16,Endoderm
cell_68047,3,Immature cardiac (FHF)
cell_68048,2,"Mid-brain, Hund-brain"
cell_68049,4,Proneural Caudal/SC
cell_68050,1,Caudal Epiblast
cell_68051,16,Endoderm
cell_68052,0,Blood
cell_68053,14,Pharyngeal endoderm 2
cell_68054,2,"Mid-brain, Hund-brain"
cell_68055,0,Blood
cell_68056,1,Caudal Epiblast
cell_68057,5,post Epiblast: IM+LPM
cell_68058,10,Pharyngeal endoderm 1
cell_68059,5,post Epiblast: IM+LPM
cell_68063,11,Forebrain
cell_68064,1,Caudal Epiblast
cell_68065,9,Lateral Plate mes (LPM)
cell_68066,4,Proneural Caudal/SC
cell_68067,4,Proneural Caudal/SC
cell_68068,7,Early pxm
cell_68069,20,Node
cell_68070,5,post Epiblast: IM+LPM
cell_68071,7,Early pxm
cell_68073,6,Extraembryonic Mesoderm: allantois
cell_68074,18,FHF
cell_68075,8,somites*
cell_68076,7,Early pxm
cell_68077,1,Caudal Epiblast
cell_68078,4,Proneural Caudal/SC
cell_68079,2,"Mid-brain, Hund-brain"
cell_68081,8,somites*
cell_68082,9,Lateral Plate mes (LPM)
cell_68083,0,Blood
cell_68086,1,Caudal Epiblast
cell_68087,15,ant Mesoderm
cell_68088,4,Proneural Caudal/SC
cell_68089,13,Endothelium
cell_68090,5,post Epiblast: IM+LPM
cell_68091,11,Forebrain
cell_68092,5,post Epiblast: IM+LPM
cell_68093,0,Blood
cell_68094,9,Lateral Plate mes (LPM)
cell_68095,14,Pharyngeal endoderm 2
cell_68096,2,"Mid-brain, Hund-brain"
cell_68097,14,Pharyngeal endoderm 2
cell_68099,3,Immature cardiac (FHF)
cell_68100,4,Proneural Caudal/SC
cell_68101,7,Early pxm
cell_68102,5,post Epiblast: IM+LPM
cell_68103,2,"Mid-brain, Hund-brain"
cell_68104,13,Endothelium
cell_68105,5,post Epiblast: IM+LPM
cell_68106,2,"Mid-brain, Hund-brain"
cell_68108,12,Visceral Endoderm
cell_68109,0,Blood
cell_68110,5,post Epiblast: IM+LPM
cell_68111,0,Blood
cell_68114,11,Forebrain
cell_68115,14,Pharyngeal endoderm 2
cell_68116,17,?
cell_68117,2,"Mid-brain, Hund-brain"
cell_68118,2,"Mid-brain, Hund-brain"
cell_68119,5,post Epiblast: IM+LPM
cell_68120,0,Blood
cell_68121,4,Proneural Caudal/SC
cell_68122,14,Pharyngeal endoderm 2
cell_68123,16,Endoderm
cell_68124,5,post Epiblast: IM+LPM
cell_68125,2,"Mid-brain, Hund-brain"
cell_68126,1,Caudal Epiblast
cell_68127,1,Caudal Epiblast
cell_68129,4,Proneural Caudal/SC
cell_68130,2,"Mid-brain, Hund-brain"
cell_68132,11,Forebrain
cell_68133,7,Early pxm
cell_68134,4,Proneural Caudal/SC
cell_68137,1,Caudal Epiblast
cell_68139,6,Extraembryonic Mesoderm: allantois
cell_68141,10,Pharyngeal endoderm 1
cell_68142,16,Endoderm
cell_68143,2,"Mid-brain, Hund-brain"
cell_68144,4,Proneural Caudal/SC
cell_68145,13,Endothelium
cell_68146,14,Pharyngeal endoderm 2
cell_68147,5,post Epiblast: IM+LPM
cell_68148,5,post Epiblast: IM+LPM
cell_68149,14,Pharyngeal endoderm 2
cell_68150,6,Extraembryonic Mesoderm: allantois
cell_68151,5,post Epiblast: IM+LPM
cell_68152,0,Blood
cell_68153,6,Extraembryonic Mesoderm: allantois
cell_68154,6,Extraembryonic Mesoderm: allantois
cell_68155,11,Forebrain
cell_68156,13,Endothelium
cell_68157,3,Immature cardiac (FHF)
cell_68158,16,Endoderm
cell_68159,1,Caudal Epiblast
cell_68160,6,Extraembryonic Mesoderm: allantois
cell_68161,14,Pharyngeal endoderm 2
cell_68162,8,somites*
cell_68163,3,Immature cardiac (FHF)
cell_68164,2,"Mid-brain, Hund-brain"
cell_68165,1,Caudal Epiblast
cell_68166,0,Blood
cell_68167,0,Blood
cell_68168,0,Blood
cell_68169,1,Caudal Epiblast
cell_68170,2,"Mid-brain, Hund-brain"
cell_68171,19,Blood
cell_68172,2,"Mid-brain, Hund-brain"
cell_68173,4,Proneural Caudal/SC
cell_68174,2,"Mid-brain, Hund-brain"
cell_68175,15,ant Mesoderm
cell_68176,5,post Epiblast: IM+LPM
cell_68177,5,post Epiblast: IM+LPM
cell_68178,18,FHF
cell_68180,13,Endothelium
cell_68181,13,Endothelium
cell_68182,11,Forebrain
cell_68183,11,Forebrain
cell_68185,6,Extraembryonic Mesoderm: allantois
cell_68186,1,Caudal Epiblast
cell_68187,8,somites*
cell_68188,15,ant Mesoderm
cell_68189,2,"Mid-brain, Hund-brain"
cell_68190,2,"Mid-brain, Hund-brain"
cell_68191,16,Endoderm
cell_68192,12,Visceral Endoderm
cell_68196,17,?
cell_68197,6,Extraembryonic Mesoderm: allantois
cell_68198,5,post Epiblast: IM+LPM
cell_68199,8,somites*
cell_68200,8,somites*
cell_68201,3,Immature cardiac (FHF)
cell_68202,18,FHF
cell_68203,7,Early pxm
cell_68204,14,Pharyngeal endoderm 2
cell_68206,0,Blood
cell_68207,2,"Mid-brain, Hund-brain"
cell_68208,11,Forebrain
cell_68209,2,"Mid-brain, Hund-brain"
cell_68210,14,Pharyngeal endoderm 2
cell_68211,0,Blood
cell_68212,13,Endothelium
cell_68213,6,Extraembryonic Mesoderm: allantois
cell_68214,3,Immature cardiac (FHF)
cell_68216,0,Blood
cell_68217,3,Immature cardiac (FHF)
cell_68218,5,post Epiblast: IM+LPM
cell_68219,0,Blood
cell_68220,0,Blood
cell_68221,2,"Mid-brain, Hund-brain"
cell_68223,0,Blood
cell_68224,12,Visceral Endoderm
cell_68225,6,Extraembryonic Mesoderm: allantois
cell_68226,0,Blood
cell_68227,4,Proneural Caudal/SC
cell_68228,3,Immature cardiac (FHF)
cell_68229,4,Proneural Caudal/SC
cell_68230,18,FHF
cell_68232,5,post Epiblast: IM+LPM
cell_68233,0,Blood
cell_68234,15,ant Mesoderm
cell_68236,5,post Epiblast: IM+LPM
cell_68237,14,Pharyngeal endoderm 2
cell_68239,1,Caudal Epiblast
cell_68240,11,Forebrain
cell_68241,5,post Epiblast: IM+LPM
cell_68242,0,Blood
cell_68243,3,Immature cardiac (FHF)
cell_68244,2,"Mid-brain, Hund-brain"
cell_68245,1,Caudal Epiblast
cell_68246,13,Endothelium
cell_68247,5,post Epiblast: IM+LPM
cell_68248,7,Early pxm
cell_68249,4,Proneural Caudal/SC
cell_68250,1,Caudal Epiblast
cell_68251,1,Caudal Epiblast
cell_68252,14,Pharyngeal endoderm 2
cell_68253,14,Pharyngeal endoderm 2
cell_68254,13,Endothelium
cell_68255,9,Lateral Plate mes (LPM)
cell_68256,3,Immature cardiac (FHF)
cell_68257,3,Immature cardiac (FHF)
cell_68259,8,somites*
cell_68260,1,Caudal Epiblast
cell_68261,0,Blood
cell_68262,3,Immature cardiac (FHF)
cell_68263,0,Blood
cell_68264,6,Extraembryonic Mesoderm: allantois
cell_68265,7,Early pxm
cell_68266,0,Blood
cell_68267,5,post Epiblast: IM+LPM
cell_68268,13,Endothelium
cell_68269,11,Forebrain
cell_68270,2,"Mid-brain, Hund-brain"
cell_68271,1,Caudal Epiblast
cell_68272,5,post Epiblast: IM+LPM
cell_68273,11,Forebrain
cell_68274,2,"Mid-brain, Hund-brain"
cell_68275,5,post Epiblast: IM+LPM
cell_68276,1,Caudal Epiblast
cell_68277,8,somites*
cell_68278,2,"Mid-brain, Hund-brain"
cell_68279,17,?
cell_68280,0,Blood
cell_68281,3,Immature cardiac (FHF)
cell_68282,1,Caudal Epiblast
cell_68283,4,Proneural Caudal/SC
cell_68284,5,post Epiblast: IM+LPM
cell_68285,9,Lateral Plate mes (LPM)
cell_68286,0,Blood
cell_68287,6,Extraembryonic Mesoderm: allantois
cell_68288,2,"Mid-brain, Hund-brain"
cell_68289,1,Caudal Epiblast
cell_68290,18,FHF
cell_68291,4,Proneural Caudal/SC
cell_68292,3,Immature cardiac (FHF)
cell_68294,18,FHF
cell_68295,11,Forebrain
cell_68296,1,Caudal Epiblast
cell_68297,0,Blood
cell_68298,17,?
cell_68299,14,Pharyngeal endoderm 2
cell_68300,2,"Mid-brain, Hund-brain"
cell_68301,9,Lateral Plate mes (LPM)
cell_68302,5,post Epiblast: IM+LPM
cell_68304,11,Forebrain
cell_68305,13,Endothelium
cell_68306,1,Caudal Epiblast
cell_68307,5,post Epiblast: IM+LPM
cell_68309,7,Early pxm
cell_68311,8,somites*
cell_68312,5,post Epiblast: IM+LPM
cell_68313,0,Blood
cell_68314,1,Caudal Epiblast
cell_68315,3,Immature cardiac (FHF)
cell_68316,15,ant Mesoderm
cell_68317,11,Forebrain
cell_68318,4,Proneural Caudal/SC
cell_68319,9,Lateral Plate mes (LPM)
cell_68320,7,Early pxm
cell_68321,4,Proneural Caudal/SC
cell_68322,8,somites*
cell_68323,4,Proneural Caudal/SC
cell_68324,0,Blood
cell_68325,7,Early pxm
cell_68326,6,Extraembryonic Mesoderm: allantois
cell_68327,1,Caudal Epiblast
cell_68328,5,post Epiblast: IM+LPM
cell_68329,8,somites*
cell_68330,4,Proneural Caudal/SC
cell_68331,6,Extraembryonic Mesoderm: allantois
cell_68332,1,Caudal Epiblast
cell_68334,3,Immature cardiac (FHF)
cell_68335,15,ant Mesoderm
cell_68336,5,post Epiblast: IM+LPM
cell_68338,1,Caudal Epiblast
cell_68339,6,Extraembryonic Mesoderm: allantois
cell_68340,1,Caudal Epiblast
cell_68341,6,Extraembryonic Mesoderm: allantois
cell_68343,7,Early pxm
cell_68344,4,Proneural Caudal/SC
cell_68345,15,ant Mesoderm
cell_68346,0,Blood
cell_68347,11,Forebrain
cell_68348,2,"Mid-brain, Hund-brain"
cell_68349,3,Immature cardiac (FHF)
cell_68350,18,FHF
cell_68351,2,"Mid-brain, Hund-brain"
cell_68352,14,Pharyngeal endoderm 2
cell_68353,3,Immature cardiac (FHF)
cell_68354,4,Proneural Caudal/SC
cell_68355,13,Endothelium
cell_68356,5,post Epiblast: IM+LPM
cell_68357,0,Blood
cell_68358,14,Pharyngeal endoderm 2
cell_68359,1,Caudal Epiblast
cell_68361,5,post Epiblast: IM+LPM
cell_68362,3,Immature cardiac (FHF)
cell_68363,2,"Mid-brain, Hund-brain"
cell_68364,19,Blood
cell_68365,8,somites*
cell_68367,18,FHF
cell_68368,6,Extraembryonic Mesoderm: allantois
cell_68369,5,post Epiblast: IM+LPM
cell_68370,0,Blood
cell_68371,5,post Epiblast: IM+LPM
cell_68372,8,somites*
cell_68373,12,Visceral Endoderm
cell_68374,11,Forebrain
cell_68375,7,Early pxm
cell_68376,17,?
cell_68377,4,Proneural Caudal/SC
cell_68378,8,somites*
cell_68379,5,post Epiblast: IM+LPM
cell_68380,15,ant Mesoderm
cell_68381,11,Forebrain
cell_68382,9,Lateral Plate mes (LPM)
cell_68383,2,"Mid-brain, Hund-brain"
cell_68386,2,"Mid-brain, Hund-brain"
cell_68387,18,FHF
cell_68388,13,Endothelium
cell_68389,5,post Epiblast: IM+LPM
cell_68390,17,?
cell_68391,4,Proneural Caudal/SC
cell_68392,1,Caudal Epiblast
cell_68393,9,Lateral Plate mes (LPM)
cell_68394,0,Blood
cell_68395,20,Node
cell_68397,7,Early pxm
cell_68398,9,Lateral Plate mes (LPM)
cell_68399,0,Blood
cell_68401,14,Pharyngeal endoderm 2
cell_68402,2,"Mid-brain, Hund-brain"
cell_68403,16,Endoderm
cell_68404,5,post Epiblast: IM+LPM
cell_68405,5,post Epiblast: IM+LPM
cell_68406,14,Pharyngeal endoderm 2
cell_68408,2,"Mid-brain, Hund-brain"
cell_68409,8,somites*
cell_68411,9,Lateral Plate mes (LPM)
cell_68413,19,Blood
cell_68414,1,Caudal Epiblast
cell_68417,4,Proneural Caudal/SC
cell_68418,4,Proneural Caudal/SC
cell_68419,10,Pharyngeal endoderm 1
cell_68420,4,Proneural Caudal/SC
cell_68421,6,Extraembryonic Mesoderm: allantois
cell_68422,6,Extraembryonic Mesoderm: allantois
cell_68423,1,Caudal Epiblast
cell_68424,10,Pharyngeal endoderm 1
cell_68425,3,Immature cardiac (FHF)
cell_68426,2,"Mid-brain, Hund-brain"
cell_68428,8,somites*
cell_68429,5,post Epiblast: IM+LPM
cell_68430,5,post Epiblast: IM+LPM
cell_68431,3,Immature cardiac (FHF)
cell_68432,2,"Mid-brain, Hund-brain"
cell_68433,13,Endothelium
cell_68434,9,Lateral Plate mes (LPM)
cell_68435,11,Forebrain
cell_68436,16,Endoderm
cell_68437,15,ant Mesoderm
cell_68439,7,Early pxm
cell_68440,5,post Epiblast: IM+LPM
cell_68441,2,"Mid-brain, Hund-brain"
cell_68442,2,"Mid-brain, Hund-brain"
cell_68443,6,Extraembryonic Mesoderm: allantois
cell_68444,6,Extraembryonic Mesoderm: allantois
cell_68445,12,Visceral Endoderm
cell_68450,3,Immature cardiac (FHF)
cell_68451,3,Immature cardiac (FHF)
cell_68452,11,Forebrain
cell_68454,5,post Epiblast: IM+LPM
cell_68455,0,Blood
cell_68456,13,Endothelium
cell_68457,4,Proneural Caudal/SC
cell_68458,7,Early pxm
cell_68460,15,ant Mesoderm
cell_68461,2,"Mid-brain, Hund-brain"
cell_68462,9,Lateral Plate mes (LPM)
cell_68463,0,Blood
cell_68464,3,Immature cardiac (FHF)
cell_68465,5,post Epiblast: IM+LPM
cell_68466,0,Blood
cell_68468,3,Immature cardiac (FHF)
cell_68469,1,Caudal Epiblast
cell_68470,8,somites*
cell_68471,0,Blood
cell_68472,4,Proneural Caudal/SC
cell_68473,7,Early pxm
cell_68474,8,somites*
cell_68475,15,ant Mesoderm
cell_68476,8,somites*
cell_68477,1,Caudal Epiblast
cell_68479,0,Blood
cell_68480,15,ant Mesoderm
cell_68481,3,Immature cardiac (FHF)
cell_68482,3,Immature cardiac (FHF)
cell_68483,1,Caudal Epiblast
cell_68484,0,Blood
cell_68485,4,Proneural Caudal/SC
cell_68487,14,Pharyngeal endoderm 2
cell_68488,11,Forebrain
cell_68489,8,somites*
cell_68490,11,Forebrain
cell_68491,7,Early pxm
cell_68492,1,Caudal Epiblast
cell_68493,1,Caudal Epiblast
cell_68494,6,Extraembryonic Mesoderm: allantois
cell_68495,8,somites*
cell_68496,19,Blood
cell_68497,4,Proneural Caudal/SC
cell_68499,19,Blood
cell_68500,2,"Mid-brain, Hund-brain"
cell_68501,3,Immature cardiac (FHF)
cell_68502,8,somites*
cell_68503,3,Immature cardiac (FHF)
cell_68504,4,Proneural Caudal/SC
cell_68505,17,?
cell_68506,3,Immature cardiac (FHF)
cell_68508,19,Blood
cell_68509,0,Blood
cell_68510,12,Visceral Endoderm
cell_68511,8,somites*
cell_68512,0,Blood
cell_68513,1,Caudal Epiblast
cell_68515,4,Proneural Caudal/SC
cell_68516,2,"Mid-brain, Hund-brain"
cell_68518,0,Blood
cell_68520,7,Early pxm
cell_68521,4,Proneural Caudal/SC
cell_68522,9,Lateral Plate mes (LPM)
cell_68525,5,post Epiblast: IM+LPM
cell_68526,0,Blood
cell_68527,13,Endothelium
cell_68528,0,Blood
cell_68529,1,Caudal Epiblast
cell_68530,6,Extraembryonic Mesoderm: allantois
cell_68531,7,Early pxm
cell_68533,10,Pharyngeal endoderm 1
cell_68534,18,FHF
cell_68536,5,post Epiblast: IM+LPM
cell_68537,2,"Mid-brain, Hund-brain"
cell_68538,6,Extraembryonic Mesoderm: allantois
cell_68539,2,"Mid-brain, Hund-brain"
cell_68540,1,Caudal Epiblast
cell_68541,14,Pharyngeal endoderm 2
cell_68542,2,"Mid-brain, Hund-brain"
cell_68544,1,Caudal Epiblast
cell_68545,4,Proneural Caudal/SC
cell_68546,11,Forebrain
cell_68547,2,"Mid-brain, Hund-brain"
cell_68548,1,Caudal Epiblast
cell_68549,7,Early pxm
cell_68550,12,Visceral Endoderm
cell_68551,14,Pharyngeal endoderm 2
cell_68552,10,Pharyngeal endoderm 1
cell_68553,7,Early pxm
cell_68555,4,Proneural Caudal/SC
cell_68556,0,Blood
cell_68557,0,Blood
cell_68558,0,Blood
cell_68559,9,Lateral Plate mes (LPM)
cell_68560,8,somites*
cell_68561,1,Caudal Epiblast
cell_68562,2,"Mid-brain, Hund-brain"
cell_68563,17,?
cell_68564,9,Lateral Plate mes (LPM)
cell_68565,8,somites*
cell_68566,16,Endoderm
cell_68567,16,Endoderm
cell_68568,14,Pharyngeal endoderm 2
cell_68569,5,post Epiblast: IM+LPM
cell_68570,1,Caudal Epiblast
cell_68571,11,Forebrain
cell_68572,2,"Mid-brain, Hund-brain"
cell_68573,1,Caudal Epiblast
cell_68574,14,Pharyngeal endoderm 2
cell_68576,1,Caudal Epiblast
cell_68577,4,Proneural Caudal/SC
cell_68578,9,Lateral Plate mes (LPM)
cell_68579,18,FHF
cell_68580,6,Extraembryonic Mesoderm: allantois
cell_68581,5,post Epiblast: IM+LPM
cell_68582,18,FHF
cell_68583,15,ant Mesoderm
cell_68584,0,Blood
cell_68585,4,Proneural Caudal/SC
cell_68587,5,post Epiblast: IM+LPM
cell_68588,9,Lateral Plate mes (LPM)
cell_68589,0,Blood
cell_68590,3,Immature cardiac (FHF)
cell_68591,7,Early pxm
cell_68592,14,Pharyngeal endoderm 2
cell_68594,0,Blood
cell_68595,15,ant Mesoderm
cell_68596,1,Caudal Epiblast
cell_68597,1,Caudal Epiblast
cell_68598,11,Forebrain
cell_68599,10,Pharyngeal endoderm 1
cell_68601,0,Blood
cell_68602,6,Extraembryonic Mesoderm: allantois
cell_68603,6,Extraembryonic Mesoderm: allantois
cell_68604,0,Blood
cell_68605,9,Lateral Plate mes (LPM)
cell_68606,0,Blood
cell_68607,10,Pharyngeal endoderm 1
cell_68609,3,Immature cardiac (FHF)
cell_68610,0,Blood
cell_68611,7,Early pxm
cell_68612,6,Extraembryonic Mesoderm: allantois
cell_68613,18,FHF
cell_68614,6,Extraembryonic Mesoderm: allantois
cell_68615,3,Immature cardiac (FHF)
cell_68616,0,Blood
cell_68619,2,"Mid-brain, Hund-brain"
cell_68620,8,somites*
cell_68621,8,somites*
cell_68622,6,Extraembryonic Mesoderm: allantois
cell_68624,4,Proneural Caudal/SC
cell_68625,15,ant Mesoderm
cell_68626,14,Pharyngeal endoderm 2
cell_68628,8,somites*
cell_68629,10,Pharyngeal endoderm 1
cell_68630,6,Extraembryonic Mesoderm: allantois
cell_68632,13,Endothelium
cell_68633,10,Pharyngeal endoderm 1
cell_68634,4,Proneural Caudal/SC
cell_68636,19,Blood
cell_68637,5,post Epiblast: IM+LPM
cell_68638,5,post Epiblast: IM+LPM
cell_68639,3,Immature cardiac (FHF)
cell_68640,8,somites*
cell_68641,8,somites*
cell_68642,4,Proneural Caudal/SC
cell_68643,7,Early pxm
cell_68644,6,Extraembryonic Mesoderm: allantois
cell_68645,2,"Mid-brain, Hund-brain"
cell_68646,1,Caudal Epiblast
cell_68647,1,Caudal Epiblast
cell_68648,2,"Mid-brain, Hund-brain"
cell_68649,19,Blood
cell_68650,14,Pharyngeal endoderm 2
cell_68651,5,post Epiblast: IM+LPM
cell_68653,6,Extraembryonic Mesoderm: allantois
cell_68654,11,Forebrain
cell_68655,14,Pharyngeal endoderm 2
cell_68656,4,Proneural Caudal/SC
cell_68657,15,ant Mesoderm
cell_68658,18,FHF
cell_68659,10,Pharyngeal endoderm 1
cell_68660,3,Immature cardiac (FHF)
cell_68661,1,Caudal Epiblast
cell_68662,0,Blood
cell_68663,17,?
cell_68664,5,post Epiblast: IM+LPM
cell_68665,14,Pharyngeal endoderm 2
cell_68666,7,Early pxm
cell_68667,7,Early pxm
cell_68668,16,Endoderm
cell_68669,13,Endothelium
cell_68670,2,"Mid-brain, Hund-brain"
cell_68671,8,somites*
cell_68672,6,Extraembryonic Mesoderm: allantois
cell_68673,17,?
cell_68674,4,Proneural Caudal/SC
cell_68675,2,"Mid-brain, Hund-brain"
cell_68676,7,Early pxm
cell_68677,3,Immature cardiac (FHF)
cell_68678,-1,
cell_68679,7,Early pxm
cell_68681,6,Extraembryonic Mesoderm: allantois
cell_68682,17,?
cell_68683,14,Pharyngeal endoderm 2
cell_68684,21,PGCs
cell_68685,13,Endothelium
cell_68686,15,ant Mesoderm
cell_68687,10,Pharyngeal endoderm 1
cell_68688,7,Early pxm
cell_68689,3,Immature cardiac (FHF)
cell_68690,0,Blood
cell_68691,4,Proneural Caudal/SC
cell_68693,10,Pharyngeal endoderm 1
cell_68694,7,Early pxm
cell_68695,6,Extraembryonic Mesoderm: allantois
cell_68696,3,Immature cardiac (FHF)
cell_68697,3,Immature cardiac (FHF)
cell_68699,4,Proneural Caudal/SC
cell_68700,19,Blood
cell_68701,7,Early pxm
cell_68702,0,Blood
cell_68703,8,somites*
cell_68704,1,Caudal Epiblast
cell_68705,7,Early pxm
cell_68706,1,Caudal Epiblast
cell_68707,0,Blood
cell_68708,15,ant Mesoderm
cell_68709,2,"Mid-brain, Hund-brain"
cell_68710,2,"Mid-brain, Hund-brain"
cell_68711,10,Pharyngeal endoderm 1
cell_68712,1,Caudal Epiblast
cell_68713,3,Immature cardiac (FHF)
cell_68714,9,Lateral Plate mes (LPM)
cell_68715,1,Caudal Epiblast
cell_68716,6,Extraembryonic Mesoderm: allantois
cell_68718,7,Early pxm
cell_68719,14,Pharyngeal endoderm 2
cell_68720,0,Blood
cell_68721,0,Blood
cell_68723,-1,
cell_68725,6,Extraembryonic Mesoderm: allantois
cell_68726,6,Extraembryonic Mesoderm: allantois
cell_68727,5,post Epiblast: IM+LPM
cell_68728,4,Proneural Caudal/SC
cell_68729,10,Pharyngeal endoderm 1
cell_68730,15,ant Mesoderm
cell_68731,8,somites*
cell_68732,0,Blood
cell_68733,7,Early pxm
cell_68734,10,Pharyngeal endoderm 1
cell_68735,4,Proneural Caudal/SC
cell_68736,2,"Mid-brain, Hund-brain"
cell_68737,4,Proneural Caudal/SC
cell_68738,7,Early pxm
cell_68740,18,FHF
cell_68742,11,Forebrain
cell_68745,1,Caudal Epiblast
cell_68746,8,somites*
cell_68747,1,Caudal Epiblast
cell_68748,5,post Epiblast: IM+LPM
cell_68749,8,somites*
cell_68750,0,Blood
cell_68751,7,Early pxm
